Modelo;N° de modelo;Modelo activo;Familia;SAP;Instrumento;Precio unitario ;Garantia;Fecha de modificación;Descripción;Clase de impuesto;Responsable;Fecha de creación;Última modificación por;Fabricante;Referencia;Imagen del Modelo;Enlace ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PX225D;PR11;1;PIONEER;30475734;BALANZA SEMI MICRO;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 11:39;Balanza semi micro marca Ohaus SAP: 30475734 Capacidad máxima: 82 g/220 g Lectura mínima: 0,01 mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AX224;PR13;1;ADVENTURER;30100602;BALANZAS ANALITICAS;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 11:24;Balanza analitica marca Ohaus SAP: 30100602 Carcasa superior de plástico Material del plato: Acero inoxidable Pantalla táctil a color WQVGA de 4.3”. Vidrio protector p/corrientes de aire Capacidad máxima: 220 g Lectura mínima: 0,1 mg Tamaño del plato: 90 mm Comunicación: USB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AX224/E;PR14;1;ADVENTURER;30100602;BALANZAS ANALITICAS;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 11:24;Balanza analitica marca Ohaus SAP: 30100602 Carcasa superior de plástico Material del plato: Acero inoxidable Pantalla táctil a color WQVGA de 4.3”. Vidrio protector p/corrientes de aire Capacidad máxima: 220 g Lectura mínima: 0,1 mg Tamaño del plato: 90 mm Comunicación: USB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EX10202;PR15;1;EXPLORER;83021362;BALANZA DE PRECISIO;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 11:02;Balanza de precision marca Ohaus SAP: 83021362 Capacidad máxima 10.200 g Lectura mínima 0,01 g Tamaño del plato 190 mm x 200 mm Calibración interna AutoCal™: Automática Comunicación Ethernet (disponible como accesorio);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST20M-B;PR16;1;STARTER;30393199;MEDIDOR DE BOLSILLO ;0.00000000;NA;11/02/2025 19:31;Medidor tipo bolsillo de TDS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e-A51ST020;PR17;1;ACHIEVER 5000;30586763;AGITADORES DE HELICE;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:19;Agitador de hélice marca Ohaus SAP: 30586763 Carcasa de aluminio sellado con grado de protección de ingreso IP54. Intervalo de velocidad: 30 rpm – 2000 rpm Capacidad: 25 L Viscosidad de muestra: (mPa s) Máx. 10,000 Torsión (máximo): 20 Ncm Rango de mandril (diámetro): 1-13 mm Paso a través del eje (diámetro): hasta 8.5 mm Control: Digital Pantalla: LED Display Función: Agitación Clasificación: IP IP 54 Alimentación: 115 / 230 VAC Consumo de energía: 190 W Certificación de seguridad: cNemkous Precisión de velocidad: ±1 rpm Rango de velocidad: 30 rpm ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e-A51ST060;PR18;1;ACHIEVER 5000;30586765;AGITADORES DE HELICE;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:19;Agitador de hélice marca Ohaus SAP: 30586765 Carcasa de aluminio sellado con grado de protección de ingreso IP54. Intervalo de velocidad: 30 rpm – 2000 rpm Capacidad: 40 L Viscosidad de muestra: (mPa s) Máx. 50,000 Torsión (máximo): 60 Ncm Rango de mandril (diámetro): 1-13 mm Paso a través del eje (diámetro): hasta 8.5 mm Control: Digital Pantalla: LED Display Función: Agitación Clasificación: IP IP 54 Alimentación: 115 / 230 VAC Consumo de energía: 190 W Certificación de seguridad: cNemkous Precisión de velocidad: ±1 rpm Rango de velocidad: 30 rpm ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e-A51ST200;PR19;1;ACHIEVER 5000;30586767;AGITADORES DE HELICE;0.00000000;1 AÑO POR DEFECTO DE;21/11/2025 17:17;Agitador de hélice marca Ohaus SAP: 30586767 Intervalo de velocidad : 6 rpm – 400 rpm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MB120;PR20;1;MB;30246943;ANALIZADORA DE HUMED;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:42;Analizadora de humedad de marca Ohaus SAP: 30246943 Tipo de calefactor: Lámpara halógena Capacidad máxima: 120 g Contenido de lectura de humedad: 1 mg/0,01 % Tamaño del plato: 90 mm Comunicación: Dispositivo USB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MB27;PR21;1;MB;30251541;ANALIZADORA DE HUMED;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:42;Analizador de humedad de marca Ohaus SAP: 30251541 Tipo de calefactor: Lámpara halógena Capacidad máxima: 90 g Contenido de lectura de humedad: 1 mg/0,01% Tamaño del plato: 90 mm Comunicación: RS232 Dimensiones: 127 mm x 280 mm x 165 mm (AxLxA) Pantalla: LCD, luz de fondo Alimentación: Adaptador de CA (incluido) Tipos de apagado: Automático preajuste de pérdida de peso/tiempo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MB90;PR22;1;MB;30246944;ANALIZADORA DE HUMED;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:41;Analizador de humedad de marca Ohaus SAP: 30246944 calefacción halógena, criterios de cierre (manual, con temporizador o automático), dos perfiles de secado (estándar y rápido), almacenamiento de hasta dos métodos, guía del usuario y 14 idiomas de operación. Capacidad máxima: 90 g Contenido de lectura de humedad: 1mg/0,01 % Tamaño del plato: 90 mm;;Marketing;21/02/2023 9:26;Marketing;OHAUS;;MB90.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AB33EC-F;PR23;1;AQUASEARCHER;30589829;MEDIDOR DE MESA CON ;0.00000000;1 AÑO POR DEFECTO DE;11/02/2025 19:36;Medidor de Conductividad / TDS / Salinidad / Resistividad Altamente Confiable para un Amplio Rango de Conductividad tipo mesa marca Ohaus. SAP: 30589829 Electrodo: STCON7 Conectividad: RS232 Pantalla: LCD con luz de fondo y matriz de puntos de una línea Dimensiones: 210 mm x 51 mm x 142 mm (LxAxA) Parámetro: Cond. Precisión: ± 0.5 % Lectura ± 2 DMS Alimentación: Adaptador de CA (incluido);;Marketing;21/02/2023 9:26;Marketing;OHAUS;;AB33EC-F.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CS200;PR24;1;SERIE CS;71142845;BALANZA;0.00000000;5 MESES POR DEFECTO ;25/11/2025 14:44;Balanzas portátiles marca Ohaus Carcasa de ABS, plato de acero inoxidable Capacidad máxima: 200 g Lectura mínima: 0,1 g Tamaño del plato: 145 mm x 133 mm Duración de la batería: 300 horas con baterías desechables Comunicación: No aplica Dimensiones: 203 mm x 38 mm x 140 mm (LxAxA) Pantalla: LCD Linealidad: ± 0,1 g Material del plato: Acero inoxidable Alimentación: 3 baterías AA (LR6) (incluidas);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PS251;PR25;1;SERIE PS;80104061;BALANZA;0.00000000;5 MESES;07/02/2025 15:35;Balanzas Portátiles marca Ohaus SAP: 80104061 Carcasa de ABS y bandeja protectora deslizante. Capacidad máxima: 250 g Lectura mínima: 0,1 g Tamaño del plato: 66 mm x 63 mm Dimensiones: 97 mm x 22 mm x 71 mm (LxAxA) Pantalla: LCD Linealidad: ± 0,1 g Material del plato: Plástico Tiempo de estabilización: 2 s Unidades de medida: Onza Troy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D33P300B1X2-T32XW;PR26;1;DEFENDER 3000;80252897;BASCULAS;0.00000000;1 AÑO POR DEFECTO DE;25/11/2025 14:25;Bascula industrial marca Ohaus SAP: 80252897 Capacidad máx.: kg Resolución / Sensibilidad (g): g Resolución máxima: 1:20000 Ajuste: De alcance total: De 5 kg a 100% de la capacidad, seleccionable por el usuario Indicador: Indicador T32xw Armazón de acero inoxidable IP65/NEMA 4X y soporte de montaje, cubierta frontal con bisagras fácil de abrir Construcción de la plataforma: cubierta y estructura tubular de acero inoxidable Voltaje de salida de la celda de carga: 2 mV/V Voltaje de excitación de la celda de carga: 5-15V CC/CA Capacidad de sobre carga: 150% de capacidad Unidades de pesaje: Gramo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ST350;PR27;1;STARTER;30129354;ELECTRODO;0.00000000;NA;11/02/2025 19:20;Electrodo de pH marca Ohaus SAP: 30129354 Tipo de electrodo: pH Cable: 1 m Material del eje: Vidrio Dimensiones: 120 mm x 12 mm (LxØ) Sensor de temperatura: 30 kΩ Ancho (envío): 10,5 cm Altura (envío): 4,7 cm Longitud (envío): 29,8 cm;;Marketing;21/02/2023 9:26;Marketing;OHAUS;;ST350.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STTEMP30;PR28;1;STARTER;83033970;ELECTRODO;0.00000000;NA;11/02/2025 19:22;Electrodo de temperatura marca Ohaus SAP: 83033970 Tipo de electrodo: Temperatura Cable: 1,1 m Material del eje: Acero inoxidable Dimensiones: 120 mm x 12 mm (LxØ) Sensor de temperatura: 30 kΩ Ancho (envío): 10 cm Altura (envío): 5 cm Longitud (envío): 20 cm;;Marketing;21/02/2023 9:26;Marketing;OHAUS;;STTEMP30.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STCON3;PR29;1;STARTER;83033972;ELECTRODO;0.00000000;NA;11/02/2025 19:19;Electrodo de Conductividad marca Ohaus SAP: 83033972 Tipo de electrodo: Conductividad Cable: 1,1 m Material del eje: Plástico Dimensiones: 135 mm x 15 mm (LxØ) Sensor de temperatura: 30 kΩ Ancho (envío): 10 cm Altura (envío): 5 cm Longitud (envío): 20 cm;;Marketing;21/02/2023 9:26;Marketing;OHAUS;;STCON3.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
